Major,Department,Ratio
media studies,"Env Sci, Policy, & Mgmt",0.30017608989507744
media studies,Statistics,0.257281135393073
media studies,Molecular & Cell Biology,0.037233143073539206
media studies,English,0.6036961755711245
media studies,Music,0.8128994149666331
media studies,Anthropology,0.5756334476860452
media studies,Biology,0.0
media studies,Integrative Biology,0.08888518786312039
media studies,Electrical Engineering,0.0
media studies,Public Health,0.3865370743636526
media studies,Nutritional Science & Tox,0.42255384002815266
media studies,Philosophy,0.37399468537173386
media studies,Mechanical Engineering,0.07586403520744428
media studies,Education,0.603286427035669
english,Computer Science,0.06962569356542353
english,Mathematics,0.08529524133585789
english,Business Admin-Undergrad,0.2002288263115436
english,Economics,0.2428821740922401
english,Chemistry,0.02807343228535625
english,Psychology,0.3529148100000327
english,Sociology,0.5454436420770062
english,Physical Education,0.6940320373989166
english,History,1.026035441356321
english,Physics,0.03814234812277113
english,Political Science,0.4804731128993294
english,"Env Sci, Policy, & Mgmt",0.2914976378831244
english,Statistics,0.08090148720678078
english,Molecular & Cell Biology,0.3073318488354796
english,English,28.237351543797388
english,Music,0.33549394369626
english,Anthropology,0.6636911294964133
english,Biology,0.06411402651650694
english,Integrative Biology,0.2282563067387472
english,Electrical Engineering,0.09787361255782397
english,Public Health,0.19634310707947028
english,Nutritional Science & Tox,0.17886497691515804
english,Philosophy,0.9055339086556041
english,Mechanical Engineering,0.0417467383013631
english,Education,1.8495953796681128
cognitive science,Computer Science,1.611877025248307
cognitive science,Mathematics,0.3964821434832025
cognitive science,Business Admin-Undergrad,0.3763996518401787
cognitive science,Economics,0.09469837265753117
cognitive science,Chemistry,0.18294907125568124
cognitive science,Psychology,5.1941833854923125
cognitive science,Sociology,0.7291383812391002
cognitive science,Physical Education,1.1906361631594902
cognitive science,History,0.30151201951849316
cognitive science,Physics,0.15296383249235415
cognitive science,Political Science,0.21195472647424607
cognitive science,"Env Sci, Policy, & Mgmt",0.21431758422644465
cognitive science,Statistics,0.36499789380701436
cognitive science,Molecular & Cell Biology,1.3968396736523838
cognitive science,English,0.30744275841272284
cognitive science,Music,1.0371140125215779
cognitive science,Anthropology,1.0586020142726822
cognitive science,Biology,0.22497923524005914
cognitive science,Integrative Biology,0.42500049667333434
cognitive science,Electrical Engineering,0.39250658686581313
cognitive science,Public Health,0.45931833719228715
cognitive science,Nutritional Science & Tox,0.3227893187328255
cognitive science,Philosophy,3.7553011339751032
cognitive science,Mechanical Engineering,0.2929826675100317
cognitive science,Education,1.4264439746943245
chemical engineering,Computer Science,0.353632008782289
chemical engineering,Mathematics,1.1382599576440993
chemical engineering,Business Admin-Undergrad,0.3153109098522567
chemical engineering,Economics,0.13303630948159703
chemical engineering,Chemistry,2.690965370121048
chemical engineering,Psychology,0.2783600609857885
chemical engineering,Sociology,0.19917424142887288
chemical engineering,Physical Education,0.43928350450005
chemical engineering,History,0.348828063259481
chemical engineering,Physics,3.280058769089931
chemical engineering,Political Science,0.0
chemical engineering,"Env Sci, Policy, & Mgmt",0.255463918578702
chemical engineering,Statistics,0.044312989744053094
chemical engineering,Molecular & Cell Biology,0.33667596321581633
chemical engineering,English,0.13997040837340066
chemical engineering,Music,0.7350539625164385
chemical engineering,Anthropology,0.3304820493306485
chemical engineering,Biology,0.73747430670216
chemical engineering,Integrative Biology,0.10716440163836097
chemical engineering,Electrical Engineering,0.39313489307831023
chemical engineering,Public Health,0.0
chemical engineering,Nutritional Science & Tox,0.4310746997314583
chemical engineering,Philosophy,0.13527197603106442
chemical engineering,Mechanical Engineering,0.3658618104693471
chemical engineering,Education,0.20781488866733136
applied math,Computer Science,1.2432862760909997
applied math,Mathematics,5.335079772588014
applied math,Business Admin-Undergrad,0.5218329223361331
applied math,Economics,1.6435668568099964
applied math,Chemistry,0.06161220735858039
applied math,Psychology,0.34079547175962416
applied math,Sociology,0.4156508292410689
applied math,Physical Education,0.7108165888410107
applied math,History,0.7764895579064093
applied math,Physics,0.7743198872020287
applied math,Political Science,0.2530763642544787
applied math,"Env Sci, Policy, & Mgmt",0.5117952867960414
applied math,Statistics,4.2168812820953745
applied math,Molecular & Cell Biology,0.1348990277061675
applied math,English,0.14020804913464582
applied math,Music,1.0124151563522255
applied math,Anthropology,0.23173019757819666
applied math,Biology,0.03517744692006422
applied math,Integrative Biology,0.2146926891906043
applied math,Electrical Engineering,0.9308055656461304
applied math,Public Health,0.2872735594243297
applied math,Nutritional Science & Tox,0.5103168616978369
applied math,Philosophy,0.8581770522400862
applied math,Mechanical Engineering,0.3664829680423002
applied math,Education,0.2081677153034389
public health,Computer Science,0.08518064240392632
public health,Mathematics,0.052175447589324915
public health,Business Admin-Undergrad,0.2806851461958379
public health,Economics,0.3177790388426812
public health,Chemistry,0.6139216376087117
public health,Psychology,0.3799477986850555
public health,Sociology,0.5777089767297846
public health,Physical Education,1.0031775720063874
public health,History,0.29758322342841786
public health,Physics,0.8127254176928926
public health,Political Science,0.25863848215018154
public health,"Env Sci, Policy, & Mgmt",0.6102174573337417
public health,Statistics,0.2948646310036615
public health,Molecular & Cell Biology,1.8611618602757505
public health,English,0.20060536260803172
public health,Music,0.7211308756035332
public health,Anthropology,0.5751419817443154
public health,Biology,0.7909127076752901
public health,Integrative Biology,2.9620513327341067
public health,Electrical Engineering,0.07317406390962816
public health,Public Health,30.936757946851674
public health,Nutritional Science & Tox,0.8424757657615176
public health,Philosophy,0.23079949640927708
public health,Mechanical Engineering,0.09363438469212614
public health,Education,0.3191142448882387
integrative biology,Computer Science,0.0997234779468679
integrative biology,Mathematics,0.017452379354216053
integrative biology,Business Admin-Undergrad,0.21124693170600858
integrative biology,Economics,0.07592515244161566
integrative biology,Chemistry,0.28433515195110387
integrative biology,Psychology,0.8896320772848184
integrative biology,Sociology,0.3921640244036281
integrative biology,Physical Education,1.3364424489555742
integrative biology,History,0.4180672957810959
integrative biology,Physics,1.2233333550705265
integrative biology,Political Science,0.15139783079239927
integrative biology,"Env Sci, Policy, & Mgmt",1.2028154610967614
integrative biology,Statistics,0.34141319724451813
integrative biology,Molecular & Cell Biology,2.3057320754188235
integrative biology,English,0.48888097364545857
integrative biology,Music,0.9753436574597839
integrative biology,Anthropology,0.7129435736285666
integrative biology,Biology,0.72151536515094
integrative biology,Integrative Biology,26.49442356930296
integrative biology,Electrical Engineering,0.036714438914610306
integrative biology,Public Health,2.4673555881229663
integrative biology,Nutritional Science & Tox,2.657001341351182
integrative biology,Philosophy,0.1852825672857296
integrative biology,Mechanical Engineering,0.0
integrative biology,Education,0.907305571677307
statistics,Computer Science,1.3612263280641435
statistics,Mathematics,1.144768316147755
statistics,Business Admin-Undergrad,2.1821250799127867
statistics,Economics,2.5881464284639235
statistics,Chemistry,0.14685535575891845
statistics,Psychology,0.32820231011513834
statistics,Sociology,0.19374113112610686
statistics,Physical Education,0.7350766445666995
statistics,History,0.4935457010146134
statistics,Physics,0.17735734534784944
statistics,Political Science,0.17873138914375053
statistics,"Env Sci, Policy, & Mgmt",0.5647621101672444
statistics,Statistics,12.03783088298881
statistics,Molecular & Cell Biology,0.16672322878672918
statistics,English,0.1188237999141099
statistics,Music,1.6900071620207084
statistics,Anthropology,0.3506913832825227
statistics,Biology,0.0
statistics,Integrative Biology,0.11371762044358448
statistics,Electrical Engineering,0.8722760789850669
statistics,Public Health,0.3043239685268528
statistics,Nutritional Science & Tox,0.6237755220116752
statistics,Philosophy,0.8612640200538995
statistics,Mechanical Engineering,0.0
statistics,Education,0.33078449005501487
civil engineering,Computer Science,0.17408667933379268
civil engineering,Mathematics,1.066328000968591
civil engineering,Business Admin-Undergrad,0.06257957675984575
civil engineering,Economics,0.15182093345095216
civil engineering,Chemistry,1.0353413046025275
civil engineering,Psychology,0.12353611131219715
civil engineering,Sociology,0.26518040525507575
civil engineering,Physical Education,0.5591534564793821
civil engineering,History,0.3538509474714701
civil engineering,Physics,2.026573535091723
civil engineering,Political Science,0.04805350694580528
civil engineering,"Env Sci, Policy, & Mgmt",0.46159744153243865
civil engineering,Statistics,0.10113989922240357
civil engineering,Molecular & Cell Biology,0.1280714495791951
civil engineering,English,0.159734121741405
civil engineering,Music,0.2796143377722107
civil engineering,Anthropology,0.30171668720322264
civil engineering,Biology,0.20038216862589772
civil engineering,Integrative Biology,0.20382655372866848
civil engineering,Electrical Engineering,0.4078593052860964
civil engineering,Public Health,0.16364035444964234
civil engineering,Nutritional Science & Tox,0.08944402069335691
civil engineering,Philosophy,0.0
civil engineering,Mechanical Engineering,3.496740175980003
civil engineering,Education,0.5928954754048621
bioengineering,Computer Science,1.1039306094261931
bioengineering,Mathematics,1.1336082200773232
bioengineering,Business Admin-Undergrad,0.0962905987644055
bioengineering,Economics,0.03460821102034491
bioengineering,Chemistry,2.7361198910709246
bioengineering,Psychology,0.5430966798333837
bioengineering,Sociology,0.17487024173070684
bioengineering,Physical Education,0.5537975804594647
bioengineering,History,0.2949196698853857
bioengineering,Physics,2.078846265163533
bioengineering,Political Science,0.024646491161687822
bioengineering,"Env Sci, Policy, & Mgmt",0.19936998936697642
bioengineering,Statistics,0.33718316600881665
bioengineering,Molecular & Cell Biology,1.4713986540543085
bioengineering,English,0.22939594705640662
bioengineering,Music,1.0038931432516174
bioengineering,Anthropology,0.27081167931261474
bioengineering,Biology,1.1921943865905098
bioengineering,Integrative Biology,0.6272519540340572
bioengineering,Electrical Engineering,2.88681845187915
bioengineering,Public Health,0.29375716406411484
bioengineering,Nutritional Science & Tox,0.045875554264350714
bioengineering,Philosophy,0.21113879856700532
bioengineering,Mechanical Engineering,1.8202350987140632
bioengineering,Education,0.30409420712729535
architecture,Computer Science,0.1659708946388721
architecture,Mathematics,0.2140245525075748
architecture,Business Admin-Undergrad,0.13816501573597262
architecture,Economics,0.1675973436173856
architecture,Chemistry,0.038743334662851084
architecture,Psychology,0.13637331576172085
architecture,Sociology,0.14636825927068417
architecture,Physical Education,0.3405559498341477
architecture,History,0.36620739737205305
architecture,Physics,0.8948656378440604
architecture,Political Science,0.15914090236215797
architecture,"Env Sci, Policy, & Mgmt",0.6972983115653538
architecture,Statistics,0.16747471568748892
architecture,Molecular & Cell Biology,0.056551976739453856
architecture,English,0.10579969657832848
architecture,Music,0.5787569010916799
architecture,Anthropology,0.9159409965078614
architecture,Biology,0.0
architecture,Integrative Biology,0.31500994929995074
architecture,Electrical Engineering,0.04502418380773918
architecture,Public Health,0.04516124372800628
architecture,Nutritional Science & Tox,0.2962156784955087
architecture,Philosophy,0.39763221424078016
architecture,Mechanical Engineering,0.0
architecture,Education,0.06545059660875027
molecular environmental biology,Computer Science,0.13636789881147093
molecular environmental biology,Mathematics,0.8464274709910681
molecular environmental biology,Business Admin-Undergrad,0.1797424510268903
molecular environmental biology,Economics,0.09690299085696576
molecular environmental biology,Chemistry,3.4878328295651477
molecular environmental biology,Psychology,0.46633901575026554
molecular environmental biology,Sociology,0.28290119106656575
molecular environmental biology,Physical Education,0.6202532901146005
molecular environmental biology,History,0.3049015664045834
molecular environmental biology,Physics,1.2874172635083339
molecular environmental biology,Political Science,0.11041628040436145
molecular environmental biology,"Env Sci, Policy, & Mgmt",8.6247457400154
molecular environmental biology,Statistics,0.49384365236983613
molecular environmental biology,Molecular & Cell Biology,2.177670008000377
molecular environmental biology,English,0.2936268122322005
molecular environmental biology,Music,0.6826473374110998
molecular environmental biology,Anthropology,0.4766285555902019
molecular environmental biology,Biology,4.189946616596716
molecular environmental biology,Integrative Biology,4.449307193948246
molecular environmental biology,Electrical Engineering,0.04685850240731374
molecular environmental biology,Public Health,1.7390424112595602
molecular environmental biology,Nutritional Science & Tox,1.9010829687146937
molecular environmental biology,Philosophy,0.23647545439504597
molecular environmental biology,Mechanical Engineering,0.1199213712093971
molecular environmental biology,Education,0.81740522875817
environmental economics and policy,Computer Science,0.3065882502552976
environmental economics and policy,Mathematics,0.44600979150583214
environmental economics and policy,Business Admin-Undergrad,1.685874745580083
environmental economics and policy,Economics,1.123348488857097
environmental economics and policy,Chemistry,0.14872782841886822
environmental economics and policy,Psychology,0.32051607334429205
environmental economics and policy,Sociology,0.9632196921560247
environmental economics and policy,Physical Education,0.6069725237822705
environmental economics and policy,History,0.5355413929822893
environmental economics and policy,Physics,0.08660188877055412
environmental economics and policy,Political Science,0.2036365827129617
environmental economics and policy,"Env Sci, Policy, & Mgmt",3.2650921209444173
environmental economics and policy,Statistics,1.224574423840343
environmental economics and policy,Molecular & Cell Biology,0.09303925915565885
environmental economics and policy,English,0.42548381749104
environmental economics and policy,Music,1.1002856933062224
environmental economics and policy,Anthropology,0.1826551841733795
environmental economics and policy,Biology,0.24261728613486916
environmental economics and policy,Integrative Biology,0.19743012323694917
environmental economics and policy,Electrical Engineering,0.0
environmental economics and policy,Public Health,0.14859847175140237
environmental economics and policy,Nutritional Science & Tox,0.649778342367197
environmental economics and policy,Philosophy,0.5607292683254895
environmental economics and policy,Mechanical Engineering,0.12638083616915385
environmental economics and policy,Education,0.5025032144005144
legal studies,Computer Science,0.04007546414051391
legal studies,Mathematics,0.036820958727323584
legal studies,Business Admin-Undergrad,0.3565503314247701
legal studies,Economics,0.44852241482367006
legal studies,Chemistry,0.0
legal studies,Psychology,0.625647375168058
legal studies,Sociology,1.2950390473314062
legal studies,Physical Education,2.3924055475848878
legal studies,History,0.812033763587717
legal studies,Physics,0.0
legal studies,Political Science,1.7948279049402838
legal studies,"Env Sci, Policy, & Mgmt",0.6151988243323845
legal studies,Statistics,0.12805549689301873
legal studies,Molecular & Cell Biology,0.06486165495423074
legal studies,English,0.28314014036676477
legal studies,Music,0.6195454826924267
legal studies,Anthropology,0.4775128386246922
legal studies,Biology,0.0
legal studies,Integrative Biology,0.10322775014960485
legal studies,Electrical Engineering,0.05163998224479474
legal studies,Public Health,0.15539154474575217
legal studies,Nutritional Science & Tox,0.4529883301074174
legal studies,Philosophy,1.4984822161155464
legal studies,Mechanical Engineering,0.0
legal studies,Education,1.3512208883553423
environmental sciences,Computer Science,0.18048692489753507
environmental sciences,Mathematics,0.8454062395222435
environmental sciences,Business Admin-Undergrad,0.08396273663885878
environmental sciences,Economics,0.2715966179728106
environmental sciences,Chemistry,2.189618435865673
environmental sciences,Psychology,0.30781742614777946
environmental sciences,Sociology,0.228723015135665
environmental sciences,Physical Education,0.8795608630826792
environmental sciences,History,0.20770759822111542
environmental sciences,Physics,1.2475616381453616
environmental sciences,Political Science,0.25789269644617296
environmental sciences,"Env Sci, Policy, & Mgmt",12.875403595321476
environmental sciences,Statistics,0.9159678978669106
environmental sciences,Molecular & Cell Biology,0.4811320858412877
environmental sciences,English,0.4714920157491541
environmental sciences,Music,0.6096306112133525
environmental sciences,Anthropology,0.6072178830262088
environmental sciences,Biology,2.634748171868443
environmental sciences,Integrative Biology,0.9845034129752538
environmental sciences,Electrical Engineering,0.10944459904822414
environmental sciences,Public Health,0.5488888186665123
environmental sciences,Nutritional Science & Tox,0.48002656088372514
environmental sciences,Philosophy,0.34520097689588247
environmental sciences,Mechanical Engineering,0.07002329201240748
environmental sciences,Education,0.8750337115815184
social welfare,Computer Science,0.021419041698136795
social welfare,Mathematics,0.0655987121014709
social welfare,Business Admin-Undergrad,0.2964338852014159
social welfare,Economics,0.1141527379205094
social welfare,Chemistry,0.14249839057933447
social welfare,Psychology,2.1018694540986242
social welfare,Sociology,3.870949644175018
social welfare,Physical Education,1.9049476982296771
social welfare,History,0.5686972933593343
social welfare,Physics,0.06453578796688764
social welfare,Political Science,0.5202861380310225
social welfare,"Env Sci, Policy, & Mgmt",0.49320586374814845
social welfare,Statistics,0.2737661146491238
social welfare,Molecular & Cell Biology,0.138665841743338
social welfare,English,0.34589545943583827
social welfare,Music,0.5203425192770164
social welfare,Anthropology,0.45938735129469727
social welfare,Biology,0.0
social welfare,Integrative Biology,0.33103139773106266
social welfare,Electrical Engineering,0.0
social welfare,Public Health,1.9378744854491348
social welfare,Nutritional Science & Tox,0.4842152743294819
social welfare,Philosophy,0.20892792109509953
social welfare,Mechanical Engineering,0.14126863100583428
social welfare,Education,4.252860974232625
cnr undeclared,Computer Science,0.498456669843373
cnr undeclared,Mathematics,2.076163715243268
cnr undeclared,Business Admin-Undergrad,0.569400724823452
cnr undeclared,Economics,0.9917688775433137
cnr undeclared,Chemistry,2.0388330197239974
cnr undeclared,Psychology,0.7411211010000688
cnr undeclared,Sociology,0.7689240232057796
cnr undeclared,Physical Education,0.4858224261792416
cnr undeclared,History,0.8668230452837885
cnr undeclared,Physics,0.7008656467559196
cnr undeclared,Political Science,0.5044967685442959
cnr undeclared,"Env Sci, Policy, & Mgmt",3.706878295080398
cnr undeclared,Statistics,0.9202544169771314
cnr undeclared,Molecular & Cell Biology,0.6095415001903678
cnr undeclared,English,0.7155166002048208
cnr undeclared,Music,0.8317454020803112
cnr undeclared,Anthropology,1.3726339269130365
cnr undeclared,Biology,2.468390020885517
cnr undeclared,Integrative Biology,0.5135766901621811
cnr undeclared,Electrical Engineering,0.17127882197619193
cnr undeclared,Public Health,0.343600437389073
cnr undeclared,Nutritional Science & Tox,1.252054838406106
cnr undeclared,Philosophy,0.5042177445923249
cnr undeclared,Mechanical Engineering,0.14611358405477085
cnr undeclared,Education,1.327914631556594
physics,Computer Science,0.9039685077021019
physics,Mathematics,1.4055592602002416
physics,Business Admin-Undergrad,0.06874003084597788
physics,Economics,0.27176759475466317
physics,Chemistry,0.1285042143562459
physics,Psychology,0.25847094111050556
physics,Sociology,0.22193163823047216
physics,Physical Education,0.6494963124935366
physics,History,0.5506366815380225
physics,Physics,18.262531069054692
physics,Political Science,0.10556797347442491
physics,"Env Sci, Policy, & Mgmt",0.6404690309975957
physics,Statistics,0.3332889171967733
physics,Molecular & Cell Biology,0.18757206638086085
physics,English,0.18715590014800315
physics,Music,1.3821305031736149
physics,Anthropology,0.6628365182042469
physics,Biology,0.11739102683239562
physics,Integrative Biology,0.23881774113931245
physics,Electrical Engineering,0.8960195219528831
physics,Public Health,0.1797494261695434
physics,Nutritional Science & Tox,0.19649812478101497
physics,Philosophy,0.7536399042335035
physics,Mechanical Engineering,0.2293114038706602
physics,Education,0.86834833083375
political economy,Computer Science,0.04943851316427949
political economy,Mathematics,0.07570606653402381
political economy,Business Admin-Undergrad,1.4417408080857816
political economy,Economics,2.8456104867966983
political economy,Chemistry,0.054818111985202186
political economy,Psychology,0.2480852507275155
political economy,Sociology,1.3313383962579493
political economy,Physical Education,0.7830128932176118
political economy,History,2.6252853904926363
political economy,Physics,0.03723968429509226
political economy,Political Science,2.0265223669380537
political economy,"Env Sci, Policy, & Mgmt",0.8727707389509028
political economy,Statistics,0.07898690014801003
political economy,Molecular & Cell Biology,0.04000781838818361
political economy,English,0.24949408139065374
political economy,Music,0.49133138733160736
political economy,Anthropology,0.5890767646679234
political economy,Biology,0.0
political economy,Integrative Biology,0.0
political economy,Electrical Engineering,0.0
political economy,Public Health,0.8306849110695212
political economy,Nutritional Science & Tox,0.20955842310482864
political economy,Philosophy,0.08037307740012892
political economy,Mechanical Engineering,0.0
political economy,Education,0.6482443279426575
mcb cell and developmental biology,Computer Science,0.1905762561029873
mcb cell and developmental biology,Mathematics,0.1089509044467908
mcb cell and developmental biology,Business Admin-Undergrad,0.42702787278127663
mcb cell and developmental biology,Economics,0.18959280819841126
